date,time,rainfall_event,wind_speed,wind_direction
1/3/20,6:00:00,2,9.1,82.8
1/3/20,6:10:00,2,10.5,87.6
1/3/20,6:20:00,2,12.7,91.8
1/3/20,6:30:00,2,11.9,94.8
1/3/20,6:40:00,2,11.6,93.2
1/3/20,6:50:00,2,12.5,91.3
1/3/20,7:00:00,2,11.9,89
1/3/20,7:10:00,2,9.1,86.4
1/3/20,7:20:00,2,11.6,78.2
1/3/20,7:30:00,2,12.5,87.3
1/3/20,7:40:00,2,11.5,82.4
1/3/20,7:50:00,2,13,84.3
1/3/20,8:00:00,2,11.7,78.2
1/3/20,8:10:00,2,11.6,86.6
1/3/20,8:20:00,2,13.3,79.3
1/3/20,8:30:00,2,13.6,86.3
1/3/20,8:40:00,2,14.2,100
1/3/20,8:50:00,2,13.9,99.8
1/3/20,9:00:00,2,13.4,89.6
1/3/20,9:10:00,2,11.2,107.7
3/3/20,20:10:00,3,18.9,94.3
3/3/20,20:20:00,3,18.4,90.9
3/3/20,20:30:00,3,16,90.7
3/3/20,20:40:00,3,14.9,99
3/3/20,20:50:00,3,15.6,94.8
3/3/20,21:00:00,3,17.1,93
3/3/20,21:10:00,3,16.1,94.2
3/3/20,21:20:00,3,16.9,98.9
3/3/20,21:30:00,3,16.5,94.1
3/3/20,21:40:00,3,15.3,94.2
3/3/20,21:50:00,3,14.5,96
3/3/20,22:00:00,3,16.4,96.3
3/3/20,22:10:00,3,16.3,96.6
3/3/20,22:20:00,3,16.1,99.2
3/3/20,22:30:00,3,15,104.9
3/3/20,22:40:00,3,14.6,102.8
3/3/20,22:50:00,3,16,103.2
3/3/20,23:00:00,3,14.7,99
3/3/20,23:10:00,3,12.8,98.6
3/3/20,23:20:00,3,13.2,102.6
3/3/20,23:30:00,3,15.7,98
3/3/20,23:40:00,3,16.4,98.1
3/3/20,23:50:00,3,15.4,94.9
4/3/20,0:00:00,3,18.1,96.7
4/3/20,0:10:00,3,15.1,95.1
4/3/20,0:20:00,3,16,100.6
4/3/20,0:30:00,3,16.5,96.2
4/3/20,0:40:00,3,15,95.4
4/3/20,0:50:00,3,15.2,95.8
4/3/20,1:00:00,3,15.6,99.2
4/3/20,1:10:00,3,15.1,96.8
4/3/20,1:20:00,3,15.6,97.9
4/3/20,1:30:00,3,15.9,95.7
4/3/20,1:40:00,3,15.1,96.3
4/3/20,1:50:00,3,14.3,106.1
4/3/20,2:00:00,3,13.5,106.4
4/3/20,2:10:00,3,12.9,99.1
4/3/20,2:20:00,3,12.5,97.6
4/3/20,2:30:00,3,14.3,96.4
4/3/20,2:40:00,3,13.6,104.6
4/3/20,2:50:00,3,13.2,103.1
4/3/20,3:00:00,3,12.8,98.4
4/3/20,3:10:00,3,12.7,98.7
4/3/20,3:20:00,3,11.7,99
4/3/20,3:30:00,3,12.6,102.6
4/3/20,3:40:00,3,12.6,110.3
4/3/20,3:50:00,3,12.6,103.8
4/3/20,4:00:00,3,10.9,104.7
4/3/20,4:10:00,3,13.1,101.9
4/3/20,4:20:00,3,14.5,101.7
4/3/20,4:30:00,3,14.1,102.4
4/3/20,4:40:00,3,15.1,100.3
4/3/20,4:50:00,3,12,103.8
4/3/20,5:00:00,3,13.7,92.4
4/3/20,5:10:00,3,16.8,99.7
4/3/20,5:20:00,3,17.3,101.6
4/3/20,5:30:00,3,19.3,97.2
4/3/20,5:40:00,3,16.7,92.9
4/3/20,5:50:00,3,17.6,94.2
4/3/20,6:00:00,3,17.1,99
4/3/20,6:10:00,3,18.2,97
4/3/20,6:20:00,3,22.6,93
4/3/20,6:30:00,3,20.6,98.2
4/3/20,6:40:00,3,17.9,99.3
4/3/20,6:50:00,3,17.2,93.1
4/3/20,7:00:00,3,20.8,95.6
4/3/20,7:10:00,3,19.2,93.1
4/3/20,7:20:00,3,17.2,95.4
4/3/20,7:30:00,3,17.4,95.7
4/3/20,7:40:00,3,17,96.6
4/3/20,7:50:00,3,16.5,93.9
4/3/20,8:00:00,3,19.7,96.9
4/3/20,8:10:00,3,18.7,90.4
4/3/20,8:20:00,3,18.3,89.7
4/3/20,8:30:00,3,20.8,86.6
4/3/20,8:40:00,3,19.6,89.3
4/3/20,8:50:00,3,20.3,93.1
4/3/20,9:00:00,3,17.1,90.4
4/3/20,9:10:00,3,16.5,95.2
4/3/20,9:20:00,3,17,92
4/3/20,9:30:00,3,17.9,92.8
4/3/20,9:40:00,3,20.4,94.3
4/3/20,9:50:00,3,18.1,95
4/3/20,10:00:00,3,17.4,91.9
4/3/20,10:10:00,3,17.5,90.8
4/3/20,10:20:00,3,20,96.2
4/3/20,10:30:00,3,17.8,96.2
4/3/20,10:40:00,3,17.2,92.7
4/3/20,10:50:00,3,16.7,92.5
4/3/20,11:00:00,3,15.7,94.6
4/3/20,11:10:00,3,17.7,104.8
4/3/20,11:20:00,3,16.2,100.6
4/3/20,11:30:00,3,14.4,94
4/3/20,11:40:00,3,15.4,99.9
4/3/20,11:50:00,3,16.9,89.4
4/3/20,12:00:00,3,17.3,91.6
4/3/20,12:10:00,3,16.6,91.3
4/3/20,12:20:00,3,21.1,94.1
4/3/20,12:30:00,3,15.4,95.6
4/3/20,12:40:00,3,15.4,101.5
4/3/20,12:50:00,3,17.5,96.6
4/3/20,13:00:00,3,16,87.3
4/3/20,13:10:00,3,17.3,94.1
4/3/20,13:20:00,3,14.5,91.5
4/3/20,13:30:00,3,14.9,88.7
4/3/20,13:40:00,3,18.4,84.1
4/3/20,13:50:00,3,15.6,83.5
4/3/20,14:00:00,3,16.3,87.4
4/3/20,14:10:00,3,22.2,88
4/3/20,14:20:00,3,19.4,84.8
4/3/20,14:30:00,3,18.4,89.8
4/3/20,14:40:00,3,15.7,97.4
4/3/20,14:50:00,3,15.6,95.5
4/3/20,15:00:00,3,16,93.1
4/3/20,15:10:00,3,17.3,98.3
4/3/20,15:20:00,3,16.9,92.2
4/3/20,15:30:00,3,15.1,87.4
4/3/20,15:40:00,3,14,88.9
4/3/20,15:50:00,3,13.4,88
4/3/20,16:00:00,3,16.8,86.2
4/3/20,16:10:00,3,14.6,87.5
4/3/20,16:20:00,3,17,92.9
4/3/20,16:30:00,3,16.1,93.4
4/3/20,16:40:00,3,14.8,81.2
4/3/20,16:50:00,3,14,80.1
14/7/20,13:00:00,4,25.9,249.1
14/7/20,13:10:00,4,27.7,247.5
14/7/20,13:20:00,4,25,241.2
14/7/20,13:30:00,4,25.4,239.8
14/7/20,13:40:00,4,26.3,243.1
14/7/20,13:50:00,4,25.6,243.4
14/7/20,14:00:00,4,27.9,247.9
14/7/20,14:10:00,4,23.4,239.4
14/7/20,14:20:00,4,25.4,250.9
14/7/20,14:30:00,4,25.9,240.5
14/7/20,14:40:00,4,24.6,245
14/7/20,14:50:00,4,25.4,237.2
14/7/20,15:00:00,4,25.3,238.1
14/7/20,15:10:00,4,25.3,239.4
14/7/20,15:20:00,4,24.8,241.9
14/7/20,15:30:00,4,28.1,236.4
14/7/20,15:40:00,4,25.3,231.1
14/7/20,15:50:00,4,29.8,232.7
14/7/20,16:00:00,4,29.1,234.6
14/7/20,16:10:00,4,27.1,236.7
14/7/20,16:20:00,4,26.8,228.4
14/7/20,16:30:00,4,26.5,231.5
14/7/20,16:40:00,4,22,237.4
14/7/20,16:50:00,4,21,235.5
14/7/20,17:00:00,4,12.9,237.1
14/7/20,17:10:00,4,13.5,240.9
14/7/20,17:20:00,4,13.9,248.8
14/7/20,17:30:00,4,15.5,241.3
14/7/20,17:40:00,4,15.2,250.5
14/7/20,17:50:00,4,11.6,254.8
14/7/20,18:00:00,4,13,246.8
14/7/20,18:10:00,4,12.3,247.8
14/7/20,18:20:00,4,12.5,244.6
14/7/20,18:30:00,4,13,249.9
14/7/20,18:40:00,4,12.4,255.7
14/7/20,18:50:00,4,10.6,261.4
14/7/20,19:00:00,4,9.4,260.4
14/7/20,19:10:00,4,10.9,256
14/7/20,19:20:00,4,10.8,253.3
14/7/20,19:30:00,4,12.2,253.5
14/7/20,19:40:00,4,12.3,254.1
14/7/20,19:50:00,4,12.9,256.6
14/7/20,20:00:00,4,12.4,253.1
14/7/20,20:10:00,4,13.8,253
14/7/20,20:20:00,4,14.4,248.5
14/7/20,20:30:00,4,12.5,246.7
14/7/20,20:40:00,4,12.4,249.8
14/7/20,20:50:00,4,12.4,244.2
14/7/20,21:00:00,4,14.5,244.7
14/7/20,21:10:00,4,12.6,251.3
14/7/20,21:20:00,4,11.4,253.3
14/7/20,21:30:00,4,11.7,254.8
14/7/20,21:40:00,4,14.8,256.8
14/7/20,21:50:00,4,13,255.4
14/7/20,22:00:00,4,14.4,253.8
14/7/20,22:10:00,4,12.6,254.4
14/7/20,22:20:00,4,12.5,257.1
14/7/20,22:30:00,4,13.4,254.9
14/7/20,22:40:00,4,14.1,248.7
14/7/20,22:50:00,4,14.3,248.1
14/7/20,23:00:00,4,15.6,241.1
14/7/20,23:10:00,4,14.8,243
14/7/20,23:20:00,4,14.5,242.8
14/7/20,23:30:00,4,15,230.9
14/7/20,23:40:00,4,15.5,240.3
14/7/20,23:50:00,4,15.8,240.2
15/7/20,0:00:00,4,16.2,241.4
15/7/20,0:10:00,4,13.7,234.3
15/7/20,0:20:00,4,12.2,235.9
15/7/20,0:30:00,4,15.1,238.7
15/7/20,0:40:00,4,13.2,237.6
15/7/20,0:50:00,4,13.5,246.8
15/7/20,1:00:00,4,15.8,243.6
15/7/20,1:10:00,4,16.1,246.5
15/7/20,1:20:00,4,16.9,246.8
15/7/20,1:30:00,4,17.4,244.4
15/7/20,1:40:00,4,17.3,236
15/7/20,1:50:00,4,18.8,235.3
15/7/20,2:00:00,4,16,232.2
15/7/20,2:10:00,4,12,230.9
15/7/20,2:20:00,4,16.4,237.7
15/7/20,2:30:00,4,14.5,235.3
15/7/20,2:40:00,4,16.3,239.4
15/7/20,2:50:00,4,18.3,237.3
15/7/20,3:00:00,4,18.1,239.4
15/7/20,3:10:00,4,15.8,240.6
15/7/20,3:20:00,4,16.3,239.7
15/7/20,3:30:00,4,14.4,232.8
15/7/20,3:40:00,4,15.1,239
15/7/20,3:50:00,4,16.8,234.5
15/7/20,4:00:00,4,14.3,231.3
15/7/20,4:10:00,4,10.1,224
15/7/20,4:20:00,4,11.2,228
15/7/20,4:30:00,4,14.1,225.2
15/7/20,4:40:00,4,13.2,231.8
15/7/20,4:50:00,4,12.5,237.7
15/7/20,5:00:00,4,12.3,238.5
15/7/20,5:10:00,4,14.1,236.6
15/7/20,5:20:00,4,14.8,241.3
15/7/20,5:30:00,4,12.7,247.8
15/7/20,5:40:00,4,11.5,256
15/7/20,5:50:00,4,10.3,256.4
15/7/20,6:00:00,4,10.6,256.7
15/7/20,6:10:00,4,10,249.5
15/7/20,6:20:00,4,13.2,240.6
15/7/20,6:30:00,4,13.2,237.9
15/7/20,6:40:00,4,14.2,233.5
15/7/20,6:50:00,4,14.6,234.4
15/7/20,7:00:00,4,12.3,236.1
15/7/20,7:10:00,4,12.3,236.4
15/7/20,7:20:00,4,10.9,239.4
15/7/20,7:30:00,4,10.9,241.6
15/7/20,7:40:00,4,11.5,242.1
15/7/20,7:50:00,4,10.6,246.4
15/7/20,8:00:00,4,12.3,249
15/7/20,8:10:00,4,12.5,243.6
15/7/20,8:20:00,4,14.3,236.7
15/7/20,8:30:00,4,15,237.7
15/7/20,8:40:00,4,13.8,237.6
15/7/20,8:50:00,4,14.8,236.7
15/7/20,9:00:00,4,17.5,233.7
15/7/20,9:10:00,4,16.7,235.2
15/7/20,9:20:00,4,15.9,238.6
15/7/20,9:30:00,4,15.2,242.9
15/7/20,9:40:00,4,13.6,250.3
15/7/20,9:50:00,4,14.7,234.9
15/7/20,10:00:00,4,15.5,248.6
15/7/20,10:10:00,4,16.1,243.5
15/7/20,10:20:00,4,15.6,242.2
15/7/20,10:30:00,4,14.7,230.8
15/7/20,10:40:00,4,14.8,231.6
15/7/20,10:50:00,4,17.1,236.8
15/7/20,11:00:00,4,18.1,233.7
15/7/20,11:10:00,4,15.9,232.2
15/7/20,11:20:00,4,18.8,228.5
15/7/20,11:30:00,4,18,238.2
15/7/20,11:40:00,4,19,233.4
15/7/20,11:50:00,4,20.5,246.5
15/7/20,12:00:00,4,20.3,237.8
15/7/20,12:10:00,4,19.7,238.5
15/7/20,12:20:00,4,19.9,235.1
15/7/20,12:30:00,4,21.2,242.7
15/7/20,12:40:00,4,20.5,240.5
15/7/20,12:50:00,4,21,235.5
15/7/20,13:00:00,4,23.2,232.6
15/7/20,13:10:00,4,19.9,238.7
15/7/20,13:20:00,4,20.7,235.2
15/7/20,13:30:00,4,22.1,237.9
15/7/20,13:40:00,4,20.2,239.1
15/7/20,13:50:00,4,21.6,239
15/7/20,14:00:00,4,19.9,240
15/7/20,14:10:00,4,21,240.3
15/7/20,14:20:00,4,23.2,241.3
15/7/20,14:30:00,4,21,241.6
15/7/20,14:40:00,4,23.4,238.9
